LcmsUnit,UnitLongDesc,InstrLvl,Total
K177,P.S. 177 The Marlboro,1,18469078.47
K179,P.S. 179 Kensington,1,19388413.6
K185,P.S. 185 Walter Kassenbrock,1,12598256.56
K186,P.S. 186 Dr. Irving A Gladstone,1,17736380.71
K188,P.S. 188 Michael E. Berdy,1,12771573.03
K190,P.S. 190 Sheffield,1,5145810.36
K191,P.S. 191 Paul Robeson,1,5584003.53
K193,P.S. 193 Gil Hodges,1,18387427.65
K194,P.S. 194 Raoul Wallenberg,1,11039852.22
K195,P.S. 195 Manhattan Beach,1,8053248.68
K196,P.S. 196 Ten Eyck,1,9468359.16
K197,P.S. 197 - The Kings Highway Academy,1,13501018.31
K198,P.S. 198 Brooklyn,1,10665875.27
K199,P.S. 199 Frederick Wachtel,1,11638312.84
K200,P.S. 200 Benson School,1,22047685.02
K203,P.S. 203 Floyd Bennett School,1,16553935.4
K204,P.S. 204 Vince Lombardi,1,22324649.51
K205,P.S. 205 Clarion,1,26209817.09
K208,P.S. 208 Elsa Ebeling,1,10339370.61
K212,P.S. 212 Lady Deborah Moody,1,14961728.56
K213,P.S. 213 New Lots,1,10521890.83
K214,P.S. 214 Michael Friedsam,1,19488864.56
K215,P.S. 215 Morris H. Weiss,1,17955785.51
K216,P.S. 216 Arturo Toscanini,1,13573841.38
K217,P.S. 217 Colonel David Marcus School,1,24390811.83
K219,P.S. 219 Kennedy-King,1,13627505.94
K221,P.S. 221 Toussaint L'Ouverture,1,10486736.58
K222,P.S. 222 Katherine R. Snyder,1,21912548.4
K224,P.S. 224 Hale A. Woodruff,1,13212393.86
K230,P.S. 230 Doris L. Cohen,1,27921952.41
K233,P.S. 233 Langston Hughes,1,11938106.95
K236,P.S. 236 Mill Basin,1,10995922.43
K241,P.S. 241 Emma L. Johnston,1,13954981.69
K243,P.S. 243K- The Weeksville School,1,8431280.56
K244,P.S. 244 Richard R. Green,1,20849896.23
K245,P.S. 245,1,7013092.26
K247,P.S. 247 Brooklyn,1,14945974.61
K249,P.S. 249 The Caton,1,16905465.51
K250,P.S. 250 George H. Lindsay,1,13595463.58
K251,P.S. 251 Paerdegat,1,13926605.22
K253,P.S. 253,1,17650262.36
K254,P.S. 254 Dag Hammarskjold,1,13154683.4
K255,P.S. 255 Barbara Reing School,1,20740722.72
K256,P.S. 256 Benjamin Banneker,1,8328589.75
K257,P.S. 257 John F. Hylan,1,16629243.67
K261,P.S. 261 Philip Livingston,1,15150501.51
K264,P.S. 264 Bay Ridge Elementary School For The Arts,1,9082706.76
K268,P.S. 268 Emma Lazarus,1,9386280.92
K269,P.S. 269 Nostrand,1,9516279.57
K270,P.S. 270 Johann DeKalb,1,5145271.7
K272,P.S. 272 Curtis Estabrook,1,13190882.05
K273,P.S. 273 Wortman,1,8981973.83
K274,P.S. 274 Kosciusko,1,12274347.07
K276,P.S. 276 Louis Marshall,1,17186075.07
K277,P.S. 277 Gerritsen Beach,1,10537017.63
K279,P.S. 279 Herman Schreiber,1,12011612.88
K287,P.S. 287 Bailey K. Ashford,1,5684750.49
K289,P.S. 289 George V. Brower,1,12705580.26
K290,P.S. 290 Juan Morel Campos,1,12087594.88
K295,P.S. 295,1,11869883.62
K297,P.S. 297 Abraham Stockton,1,7145713.72
K298,P.S. 298 Dr. Betty Shabazz,1,7969193.16
K299,P.S. 299 Thomas Warren Field,1,9385850.17
K305,P.S. 305 Dr. Peter Ray,1,5226506.81
K307,P.S. 307 Daniel Hale Williams,1,14311398.41
K309,P.S. 309 The George E. Wibecan Preparatory Academy,1,8288830.28
K310,The School For Future Leaders,1,8768675.48
K312,P.S. 312 Bergen Beach,1,18330103.55
K315,P.S. K315,1,16106413.91
K316,P.S. 316 Elijah Stroud,1,9669567.46
K319,P.S. 319,1,3392798.5
K321,P.S. 321 William Penn,1,24517641.02
K325,The Fresh Creek School,1,6279888.82
K326,P.S. 326,1,6080870.79
K328,P.S. 328 Phyllis Wheatley,1,8992873.07
K329,P.S. 329 Surfside,1,11554886.22
K335,P.S. 335 Granville T. Woods,1,9561117.05
K345,P.S. 345 Patrolman Robert Bolden,1,13434446.38
K346,P.S. 346 Abe Stark,1,15176411.18
K361,P.S. 361 East Flatbush Early Childhood School,1,12587030.37
K375,P.S. 375 Jackie Robinson School,1,12649507.54
K376,P.S. 376,1,11844602.59
K380,P.S. 380 John Wayne Elementary,1,16793113.69
K397,P.S. 397 Foster-Laurie,1,6889502.26
K398,P.S. 398 Walter Weaver,1,11037918.78
K399,P.S. 399 Stanley Eugene Clark,1,8440963.26
K401,Christopher Avenue Community School,1,7432874.38
K414,Brooklyn Arbor Elementary School,1,9029170.53
K446,Riverdale Avenue Community School,1,7274559.16
K503,PS 503: The School of Discovery,1,24973195.15
K506,P.S. 506: The School of Journalism & Technology,1,16065500.6
K516,Sunset Park Avenues Elementary School,1,5388150.98
K532,New Bridges Elementary,1,7357684.31
K557,Brooklyn Gardens Elementary School,1,5360441.31
K599,Brooklyn Landmark Elementary School,1,4873071.88
K627,Brighter Choice Community School,1,3340127.91
K628,Brooklyn Brownstone School,1,4676753.41
K631,General D. Chappie James Elementary School of Science,1,1872312.35
K636,Young Scholars' Academy for Discovery and Exploration,1,4392315.7
K676,Red Hook Neighborhood School,1,5908835.03
K677,East New York Elementary School of Excellence,1,13545295.25
K682,The Academy of Talented Scholars,1,10505296.06
K686,Brooklyn School of Inquiry,1,8338562.11
K705,Brooklyn Arts and Science Elementary School,1,8773875.58
K748,P.S. 748 Brooklyn School for Global Scholars,1,10785900.61
K770,P.S. 770 New American Academy,1,6087966.32
K971,"School of Math, Science, and Healthy Living",1,7231629.55
M001,P.S. 001 Alfred E. Smith,1,11102922.2
M002,P.S. 002 Meyer London,1,16212834.16
M003,P.S. 003 Charrette School,1,15246139.32
M004,P.S. 004 Duke Ellington,1,14218845.78
M005,P.S. 005 Ellen Lurie,1,15725202.52
M006,P.S. 006 Lillie D. Blake,1,13371823.68
M008,P.S. 008 Luis Belliard,1,12622381.13
M009,P.S. 009 Sarah Anderson,1,12614141.72
M011,P.S. 011 William T. Harris,1,16103723.23
M015,P.S. 015 Roberto Clemente,1,6285091.34
M019,P.S. 019 Asher Levy,1,9323340.05
M020,P.S. 020 Anna Silver,1,13811641.23
M028,P.S. 028 Wright Brothers,1,17181586.12
M030,P.S. 030 Hernandez/Hughes,1,10972841.23
M033,P.S. 033 Chelsea Prep,1,11735773.82
M036,P.S. 036 Margaret Douglas,1,13498051.16
M037,River East Elementary,1,5175903.8
M038,P.S. 38 Roberto Clemente,1,6859094.83
M040,P.S. 040 Augustus Saint-Gaudens,1,11369479.26
M041,P.S. 041 Greenwich Village,1,13892914.61
M042,P.S. 042 Benjamin Altman,1,15369677.78
M048,P.S. 048 P.O. Michael J. Buczek,1,14026233.51
M051,P.S. 051 Elias Howe,1,8063114.78
M059,P.S. 059 Beekman Hill International,1,10763307.64
M063,The STAR Academy - P.S.63,1,6568330.74
M064,P.S. 064 Robert Simon,1,8376342.6
M072,The Lexington Academy,1,12374017.26
M075,P.S. 075 Emily Dickinson,1,14193139.74
M077,P.S. 77 Lower Lab School,1,6155379.35
M083,P.S. 083 Luis Munoz Rivera,1,9207287.6
M084,P.S. 084 Lillian Weber,1,10724224.5
M087,P.S. 087 William Sherman,1,16906501.38
M089,P.S. 89,1,8891396.83
M092,P.S. 092 Mary McLeod Bethune,1,9179508.65
M098,P.S. 098 Shorac Kappock,1,14473869.41
M102,P.S. 102 Jacques Cartier,1,9132508.52
M103,Dos Puentes Elementary School,1,3011415.22
M110,P.S. 110 Florence Nightingale,1,8785959.25
M112,P.S. 112 Jose Celso Barbosa,1,15009046.23
M115,P.S. 115 Alexander Humboldt,1,12732263.9
M116,P.S. 116 Mary Lindley Murray,1,12893230.59
M124,P.S. 124 Yung Wing,1,16863316.52
M125,P.S. 125 Ralph Bunche,1,7048056
M128,P.S. 128 Audubon,1,14762153.33
M130,P.S. 130 Hernando De Soto,1,17064349.79
M132,P.S. 132 Juan Pablo Duarte,1,14672070.06
M133,P.S. 133 Fred R Moore,1,7704927.25
M134,P.S. 134 Henrietta Szold,1,7804850.87
M137,P.S. 137 John L. Bernstein,1,6603811.91
M142,P.S. 142 Amalia Castro,1,10562038.22
M145,"P.S. 145, The Bloomingdale School",1,10190899.45
M146,P.S. 146 Ann M. Short,1,13399329.16
M150,P.S. 150,1,4272525.5
M151,Yorkville Community School,1,10438771.23
M152,P.S. 152 Dyckman Valley,1,14410167.42
M153,P.S. 153 Adam Clayton Powell,1,16174224.91
M154,P.S. 154 Harriet Tubman,1,8589474.5
M155,P.S. 155 William Paca,1,9181997.2
M158,P.S. 158 Bayard Taylor,1,14079983.97
M163,P.S. 163 Alfred E. Smith,1,13004507.32
M166,P.S. 166 The Richard Rodgers School of The Arts & Technology,1,10774638.8
M173,P.S. 173,1,13132745.57
M175,P.S. 175 Henry H Garnet,1,9538234.51
M178,Professor Juan Bosch Public School,1,8715121.06
M182,The Bilingual Bicultural School,1,7217542.83
M183,P.S. 183 Robert L. Stevenson,1,11145617.01
M185,P.S. 185 - The Early Childhood Discovery & Design Magnet,1,6304157.52
M189,P.S. 189,1,21254468.6
M192,P.S. 192 Jacob H. Schiff,1,8525974.14
M194,P.S. 194 Countee Cullen,1,5510130.22
M197,P.S. 197 John B. Russwurm,1,9305593.2
M198,P.S. 198 Isador E. Ida Straus,1,10131969.03
M199,P.S. 199 Jessie Isador Straus,1,15846957.36
M200,P.S. 200- The James Mccune Smith School,1,12888960.03
M208,P.S. 208 Alain L. Locke,1,4189352.09
M212,P.S. 212 Midtown West,1,6691905.34
M234,P.S. 234 Independence School,1,13003203.24
M241,STEM Institute of Manhattan,1,4244708.91
M242,P.S. 242 - The Young Diplomats Magnet Academy,1,6707491.49
M267,"East Side Elementary School, PS 267",1,6399060.25
M281,The River School,1,2771026.05
M290,P.S. 290 Manhattan New School,1,10855974.75
M314,Muscota,1,5398647.19
M315,The East Village Community School,1,6592673.96
M318,Thurgood Marshall Academy Lower School,1,4861959.44
M325,P.S. 325,1,7342907.42
M340,Sixth Avenue Elementary School,1,2012458.07
M343,The Peck Slip School,1,3306414.58
M361,The Children's Workshop School,1,5573031.5
M363,Neighborhood School,1,7460367.38
M364,Earth School,1,6710261.25
M366,Washington Heights Academy,1,9707285.69
M368,Hamilton Heights School,1,4102415.96
M375,Mosaic Preparatory Academy,1,8528558.88
M397,Spruce Street School,1,8619485.98
M452,P.S. 452,1,5759622.36
M497,Central Park East I,1,4606227.72
M513,Castle Bridge School,1,3676668.74
M517,Teachers College Community School,1,4791603.25
M527,PS 527 - East Side School for Social Action,1,5246167.48
M964,Central Park East II,1,7217044.7
Q002,P.S. 002 Alfred Zimberg,1,12948657.65
Q007,P.S. 007 Louis F. Simeone,1,22046100.71
Q011,P.S. 011 Kathryn Phelan,1,24866271.76
Q012,P.S. 012 James B. Colgate,1,22716377
Q013,P.S. 013 Clement C. Moore,1,28423632.01
Q014,P.S. 014 Fairview,1,30422667.18
Q015,P.S. 015 Jackie Robinson,1,8767200.1
Q016,P.S. Q016 The Nancy DeBenedittis School,1,30783026.12
Q017,P.S. 017 Henry David Thoreau,1,12726126.47
Q018,P.S. 018 Winchester,1,10605403.68
Q019,P.S. 019 Marino Jeantet,1,37844183.92
Q020,P.S. 020 John Bowne,1,26199957.23
Q021,P.S. 021 Edward Hart,1,25083031.48
Q022,P.S. 022 Thomas Jefferson,1,15971672.12
Q024,P.S. 024 Andrew Jackson,1,17228529.69
Q026,P.S. 026 Rufus King,1,12597608.83
Q028,P.S. 28 - The Thomas Emanuel Early Childhood Center,1,11220201.94
Q029,P.S. 029 Queens,1,14903789.16
Q031,P.S. 031 Bayside,1,10483055.74
Q032,P.S. 032 State Street,1,17657308.77
Q033,P.S. 033 Edward M. Funk,1,19688553.36
Q034,P.S. 034 John Harvard,1,10411798
Q035,P.S. 035 Nathaniel Woodhull,1,12280806.4
Q036,P.S. 036 Saint Albans School,1,9955897.86
Q037,Cynthia Jenkins School,1,12176033.75
Q038,P.S. 038 Rosedale,1,5032418.68
Q040,P.S. 040 Samuel Huntington,1,12546403.52
Q041,P.S. 041 Crocheron,1,11250344.88
Q045,P.S. 045 Clarence Witherspoon,1,8989981.28
Q046,P.S. 046 Alley Pond,1,18309148.39
Q048,P.S. 048 William Wordsworth,1,10971093.92
Q050,P.S. 050 Talfourd Lawn Elementary School,1,15718248.18
Q051,P.S. 051,1,5512878.87
Q052,P.S. 052 Queens,1,11596385.4
Q054,P.S. 054 Hillside,1,11699133.75
Q055,P.S. 055 Maure,1,10395449.74
Q056,P.S. 056 Harry Eichler,1,8777324.02
Q058,P.S. 58 - School of Heroes,1,18839604.17
Q060,P.S. 060 Woodhaven,1,23036649.61
Q062,P. S. 62 - Chester Park School,1,15410411.38
Q063,P.S. 063 Old South,1,24866050.18
Q064,P.S. 064 Joseph P. Addabbo,1,11481805.44
Q065,P.S. 65 - The Raymond York Elementary School,1,11903616.09
Q066,P.S. 066 Jacqueline Kennedy Onassis,1,11524827.17
Q068,P.S. 068 Cambridge,1,14473781.94
Q069,P.S. 069 Jackson Heights,1,19588883.77
Q070,P.S. 070 Queens,1,19130981.28
Q071,P.S. 071 Forest,1,17819708.5
Q076,P.S. 076 William Hallet,1,18341547.67
Q078,P.S./I.S. 78Q,1,9028572.1
Q079,P.S. 079 Francis Lewis,1,17260048.89
Q080,PS 80 The Thurgood Marshall Magnet School of Multimedia,1,15054268.32
Q081,P.S. 81Q Jean Paul Richter,1,20260641.49
Q082,P.S. 082 Hammond,1,14180982.63
Q085,P.S. 085 Judge Charles Vallone,1,12415998.81
Q086,P.S. Q086,1,17591601.08
Q088,P.S. 088 Seneca,1,23591274.8
Q089,P.S. 089 Elmhurst,1,33985404.66
Q090,P.S. 090 Horace Mann,1,17192738.66
Q091,P.S. 091 Richard Arkwright,1,17583489.53
Q092,P.S. 092 Harry T. Stewart Sr.,1,18821437.11
Q094,P.S. 094 David D. Porter,1,7456897.29
Q095,P.S. 095 Eastwood,1,25407654.79
Q096,P.S. 096,1,6232663.51
Q097,P.S. 097 Forest Park,1,13802768.66
Q098,P.S. 098 The Douglaston School,1,4703652.17
Q099,P.S. 099 Kew Gardens,1,18364963.64
Q100,P.S. 100 Glen Morris,1,17886799.04
Q101,P.S. 101 School in the Gardens,1,11212811.27
Q104,P.S. 104 The Bays Water,1,15606911.41
Q106,P.S. 106,1,5601433.02
Q107,P.S. 107 Thomas A Dooley,1,22484807.61
Q108,P.S. 108 Captain Vincent G. Fowler,1,24611546.59
Q110,PS 110,1,5060889.55
Q112,P.S. 112 Dutch Kills,1,12010882.12
Q115,P.S. 115 Glen Oaks,1,13724124.32
Q117,P.S. 117 J. Keld / Briarwood School,1,19871722.91
Q118,P.S. 118 Lorraine Hansberry,1,11708157.7
Q120,P.S. 120 Queens,1,18437209.47
Q121,P.S. 121 Queens,1,14406516.72
Q123,P.S. 123,1,14238940.6
Q129,P.S. 129 Patricia Larkin,1,20770984.53
Q130,P.S. 130,1,8461529.44
Q131,P.S. 131 Abigail Adams,1,13956304.03
Q132,P.S. 132 Ralph Bunche,1,7913040.89
Q133,P.S. 133 Queens,1,10862651.66
Q134,P.S. 134 Hollis,1,11703591.12
Q135,The Bellaire School,1,19180732.37
Q136,P.S. 136 Roy Wilkins,1,12207458.96
Q139,P.S. 139 Rego Park,1,15753212.08
Q140,P.S. 140 Edward K Ellington,1,11362838.21
Q143,P.S. 143 Louis Armstrong,1,33144242.09
Q144,P.S. 144 Col Jeromus Remsen,1,15467001.75
Q148,P.S. 148 Queens,1,19830832.98
Q149,P.S. 149 Christa Mcauliffe,1,22759956.19
Q150,P.S. 150 Queens,1,21793190.59
Q151,P.S. 151 Mary D. Carter,1,11732229.53
Q152,P.S. 152 Gwendoline N. Alleyne School,1,24812585.91
Q153,P.S. 153 Maspeth Elem,1,25260498
Q154,P.S. 154 Queens,1,13294234.09
Q155,P.S. 155,1,11410576.26
Q159,P.S. 159,1,12625390.58
Q160,P.S. 160 Walter Francis Bishop,1,15135029.01
Q161,P.S. 161 Arthur Ashe School,1,13889831.58
Q162,P.S. 162 John Golden,1,12761686.98
Q163,P.S. 163 Flushing Heights,1,11558886.72
Q165,P.S. 165 Edith K. Bergtraum,1,20144940.56
Q166,P.S. 166 Henry Gradstein,1,22766708.45
Q169,P.S. 169 Bay Terrace,1,9166533.06
Q171,P.S. 171 Peter G. Van Alst,1,12730263.2
Q173,P.S. 173 Fresh Meadows,1,16598666.23
Q174,P.S. 174 William Sidney Mount,1,13442358.1
Q175,P.S. 175 The Lynn Gross Discovery School,1,12966991.41
Q176,P.S. 176 Cambria Heights,1,13755486.47
Q181,P.S. 181 Brookfield,1,9157441.1
Q182,P.S. 182 Samantha Smith,1,18172477.02
Q184,P.S. 184 Flushing Manor,1,9314232.1
Q186,P.S. 186 Castlewood,1,14587350.7
Q188,P.S. 188 Kingsbury,1,12625881.65
Q191,P.S. 191 Mayflower,1,7342723.54
Q193,P.S. 193 Alfred J. Kennedy,1,10765178.98
Q195,P.S. 195 William Haberle,1,14533531.2
Q196,P.S. 196 Grand Central Parkway,1,12963130.88
Q197,P.S. 197 The Ocean School,1,13526209.33
Q199,P.S. 199 Maurice A. Fitzgerald,1,21708715.07
Q201,P.S. 201 The Discovery School for Inquiry and Rese,1,12457115.49
Q203,P.S. 203 Oakland Gardens,1,16186887.95
Q205,P.S. 205 Alexander Graham Bell,1,6528833.44
Q206,P.S. 206 The Horace Harding School,1,11819557.44
Q209,P.S. 209 Clearview Gardens,1,11785053.42
Q211,Elm Tree Elementary School,1,5815883.53
Q212,P.S. 212,1,15348815.56
Q213,P.S. 213 The Carl Ullman School,1,9514629.89
Q214,P.S. 214 Cadwallader Colden,1,10000809.16
Q215,P.S. 215 Lucretia Mott,1,2732627.76
Q220,P.S. 220 Edward Mandel,1,14703503.8
Q221,P.S. 221 The North Hills School,1,11949189.14
Q222,P.S. Q222 - Fire Fighter Christopher A. Santora,1,6588183.72
Q223,P.S. 223 Lyndon B. Johnson,1,15103911.83
Q228,P.S. 228 Early Childhood Magnet School of the Arts,1,8541538.32
Q229,P.S. 229 Emanuel Kaplan,1,27887867.46
Q234,P.S. 234,1,12456419.92
Q239,P.S. 239,1,14542268.99
Q242,P.S. 242 Leonard P. Stavisky Early Childhood School,1,9789420.87
Q244,The Active Learning Elementary School,1,8431646.35
Q251,P.S. 251 Queens,1,7444196.14
Q253,P.S. 253,1,11223779.71
Q254,P.S. 254 - The Rosa Parks School,1,13427537.43
Q273,P.S. 273,1,6889577.03
Q280,P.S. 280,1,12700533.35
Q290,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,1,8031089.18
Q300,The 30th Avenue School (G&T Citywide),1,2608096
Q303,The Academy for Excellence through the Arts,1,4187639.17
Q305,Learners and Leaders,1,8152203.15
Q306,New York City Academy for Discovery,1,9862898.56
Q307,Pioneer Academy,1,18268769.39
Q312,Jamaica Children's School,1,1068339.32
Q316,Queens Explorers Elementary School,1,2722772.76
Q317,Waterside Children's Studio School,1,10625569.01
Q329,East Elmhurst Community School,1,3720643.71
Q330,P.S. 330,1,11019694.19
Q343,The Children's Lab School,1,3178911.28
Q354,PS 354,1,12847635.8
Q362,Wave Preparatory Elementary School,1,9174664
Q877,The 51 Avenue Academy (The Path To Academic Excellence),1,11707608.52
R001,P.S. 001 Tottenville,1,12041560.26
R003,P.S. 003 The Margaret Gioiosa School,1,23417147.31
R004,P.S. 004 Maurice Wollin,1,25195789.04
R005,P.S. 005 Huguenot,1,6075898.29
R006,P.S. 6 Corporal Allan F. Kivlehan School,1,17631741.88
R008,P.S. 8 Shirlee Solomon,1,12967258.21
R009,Naples Street Elementary School,1,5231344.15
R010,Fort Hill Collaborative Elementary School,1,1584195.56
R011,P.S. 11 Thomas Dongan School,1,7612383.24
R013,P.S. 013 M. L. Lindemeyer,1,17905248.5
R014,P.S. 014 Cornelius Vanderbilt,1,3948733.87
R016,P.S. 016 John J. Driscoll,1,14841521.26
R018,P.S. 018 John G. Whittier,1,15347037.24
R019,P.S. 019 The Curtis School,1,12490971.37
R020,P.S. 020 Port Richmond,1,11342237.53
R021,P.S. 21 Margaret Emery-Elm Park,1,9306886.64
R022,P.S. 022 Graniteville,1,21845983.19
R023,P.S. 023 Richmondtown,1,12894636.34
R026,P.S. 026 The Carteret School,1,5735197.5
R029,P.S. 029 Bardwell,1,14823705.06
R030,P.S. 030 Westerleigh,1,16744933.53
R031,P.S. 031 William T. Davis,1,10177341.43
R032,P.S. 032 The Gifford School,1,15209811.74
R035,P.S. 35 The Clove Valley School,1,7647843.39
R036,P.S. 036 J. C. Drumgoole,1,20704311.92
R038,P.S. 038 George Cromwell,1,8781533.04
R039,P.S. 39 Francis J. Murphy Jr.,1,10185559.82
R041,P.S. 041 New Dorp,1,15292160.51
R042,P.S. 042 Eltingville,1,20591281.86
R044,P.S. 044 Thomas C. Brown,1,22656552.24
R045,P.S. 045 John Tyler,1,18524269.6
R046,P.S. 046 Albert V. Maniscalco,1,7914556.6
R048,P.S. 048 William C. Wilcox,1,16397700.02
R050,P.S. 050 Frank Hankinson,1,19056792.72
R052,P.S. 052 John C. Thompson,1,13098155.62
R053,P.S. 053 Bay Terrace,1,16666066.42
R054,P.S. 054 Charles W. Leng,1,16772378
R055,P.S. 055 Henry M. Boehm,1,14247944.99
R056,P.S. 56 The Louis Desario School,1,16456243.1
R057,P.S. 057 Hubert H. Humphrey,1,18109112.21
R058,Space Shuttle Columbia School,1,20095764.45
R059,The Harbor View School,1,3959219.1
R060,P.S. 060 Alice Austen,1,20608181.95
R065,P.S. 65 The Academy of Innovative Learning,1,9709875.44
R069,P.S. 069 Daniel D. Tompkins,1,26546014.54
R074,P.S. 74 Future Leaders Elementary School,1,8133308.36
R078,PS 78,1,14536595.38
X001,P.S. 001 Courtlandt School,1,14995164.77
X006,P.S. 006 West Farms,1,14097588.88
X007,Milton Fein School,1,13910480.91
X008,P.S. 008 Issac Varian,1,23695278.68
X009,P.S. 9 Ryer Avenue Elementary School,1,17735520.44
X011,P.S. 011 Highbridge,1,16679263.43
X014,P.S. X014 Senator John Calandra,1,12897492.45
X016,P.S. 016 Wakefield,1,11732059.86
X018,P.S. 018 John Peter Zenger,1,13796415.37
X021,P.S. 021 Philip H. Sheridan,1,13898774.73
X023,P.S. 023 The New Children's School,1,16976319.19
X024,P.S. 024 Spuyten Duyvil,1,18945730.82
X025,P.S. 025 Bilingual School,1,13684636.02
X028,P.S. 028 Mount Hope,1,16014607.83
X030,P.S. 030 Wilton,1,13813804.95
X032,P.S. 032 Belmont,1,16972432.17
X033,P.S. 033 Timothy Dwight,1,21581215.2
X035,P.S. 035 Franz Siegel,1,15191363.95
X036,P.S. 036 Unionport,1,16571047.87
X041,P.S. 041 Gun Hill Road,1,17602867.63
X042,P.S. 042 Claremont,1,11880865.81
X043,P.S. 043 Jonas Bronck,1,12442730.52
X044,P.S. 044 David C. Farragut,1,7804558.08
X046,P.S. 046 Edgar Allan Poe,1,27153888.53
X047,P.S. 047 John Randolph,1,21715595.53
X048,P.S. 048 Joseph R. Drake,1,20613314.09
X049,P.S. 049 Willis Avenue,1,16068920.48
X050,P.S. 050 Clara Barton,1,5560297.86
X051,P.S. 051 Bronx New School,1,6683808.71
X053,P.S. 053 Basheer Quisim,1,25271431.74
X054,P.S. / I.S. 54,1,10815673.15
X055,P.S. 055 Benjamin Franklin,1,17032301.71
X056,P.S. 056 Norwood Heights,1,13393112.43
X057,P.S. 057 Crescent,1,12131775.34
X058,P.S. 058,1,12739049.31
X059,P.S. 059 The Community School of Technology,1,15247323.56
X061,P.S. 061 Francisco Oller,1,8730878.01
X062,P.S. 062 Inocensio Casanova,1,16637147.49
X063,P.S. 063 Author's Academy,1,13436434.4
X064,P.S. 064 Pura Belpre,1,9564126.71
X065,P.S. 065 Mother Hale Academy,1,10827835.42
X066,P.S. 066 School of Higher Expectations,1,17212621.82
X067,P.S. 067 Mohegan School,1,14178174.42
X068,P.S. 068 Bronx,1,21786640.46
X069,P.S. 069 Journey Prep School,1,13016481.39
X070,P.S. 070 Max Schoenfeld,1,25760124.6
X072,P.S. 072 Dr. William Dorney,1,20224708.64
X073,P.S. 073 Bronx,1,17246734.96
X075,P.S. 75 School of Research and Discovery,1,14620835.76
X076,P.S. 076 The Bennington School,1,20051147.27
X077,Bedford Park Elementary School,1,2368179.41
X078,P.S. 078 Anne Hutchinson,1,16211875.43
X081,P.S. 081 Robert J. Christen,1,13996200.12
X085,P.S. 085 Great Expectations,1,24465191.62
X086,P.S. 086 Kingsbridge Heights,1,31637693.25
X087,P.S. 087 Bronx,1,12472720.34
X088,P.S. X088 - S. Silverstein Little Sparrow School,1,4468228.31
X091,P.S. 091 Bronx,1,15782472.63
X092,P.S. 092 Bronx,1,12308647.09
X093,P.S. 093 Albert G. Oliver,1,11044918.78
X094,P.S. 094 Kings College School,1,27177026.28
X096,P.S. 096 Richard Rodgers,1,20013445.6
X097,P.S. 097 Bronx,1,14632932.08
X100,P.S. 100 Isaac Clason,1,13466952.39
X103,P.S. 103 Hector Fontanez,1,21908530.87
X105,P.S. 105 Sen Abraham Bernstein,1,26580825.36
X106,P.S. 106 Parkchester,1,22362842.87
X107,P.S. 107,1,12597324.47
X108,P.S. 108 Philip J. Abinanti,1,12211160.8
X109,P.S. 109 Sedgwick,1,17037883.37
X110,P.S. 110 Theodore Schoenfeld,1,10866695.04
X111,P.S. 111 Seton Falls,1,17439528.67
X112,P.S. 112 Bronxwood,1,10127047.22
X114,P.S. X114 - Luis Llorens Torres Schools,1,17673548.78
X119,P.S. 119,1,20127788.4
X121,P.S. 121 Throop,1,18501228.22
X126,P.S. 126 Dr Marjorie H Dunbar,1,15844456.64
X130,P.S. 130 Abram Stevens Hewitt,1,12594269.7
X132,P.S. 132 Garret A. Morgan,1,12757967.34
X134,P.S. 134 George F. Bristow,1,14725458.86
X138,P.S. 138 Samuel Randall,1,16865861.59
X140,P.S. X140 The Eagle School,1,14045675.37
X146,P.S. 146 Edward Collins,1,9691203.82
X150,P.S. 150 Charles James Fox,1,19201015.74
X152,P.S. 152 Evergreen,1,21414550.14
X153,P.S. 153 Helen Keller,1,16496672.38
X154,P.S. 154 Jonathan D. Hyatt,1,10424877.26
X157,P.S. 157 Grove Hill,1,14341252.98
X159,P.S. 159 Luis Munoz Marin Biling,1,5308112.96
X160,P.S. 160 Walt Disney,1,12675610.38
X161,P.S. 161 Ponce De Leon,1,14870892.75
X163,P.S. 163 Arthur A. Schomburg,1,12579048.38
X169,Baychester Academy,1,10291363.31
X170,P.S. 170,1,6343571.82
X178,P.S. 178 - Dr. Selman Waksman,1,13001460.77
X179,P.S. 179,1,9934932.05
X182,P.S. 182,1,18671527.68
X189,Cornerstone Academy for Social Action,1,10195728.28
X195,P.S. 195,1,18353401.38
X196,P.S. 196,1,17717718.06
X199,P.S. 199X - The Shakespeare School,1,16314671.73
X204,P.S. 204 Morris Heights,1,12968599.33
X205,P.S. 205 Fiorello Laguardia,1,19666190.52
X207,P.S. 207,1,10356450.65
X209,P.S. 209,1,6146849.1
X226,P.S. 226,1,10790059.08
X230,P.S. 230 Dr Roland N. Patterson,1,4737912.82
X236,P.S. 236 Langston Hughes,1,11313330.92
X246,P.S. 246 Poe Center,1,15225799.96
X274,The New American Academy at Roberto Clemente State,1,10620057.73
X277,P.S. 277,1,12088770.69
X291,P.S. 291,1,12832770.53
X294,The Walton Avenue School,1,7327670.68
X300,The School of Science and Applied Learning,1,13951991.7
X304,P.S. 304 Early Childhood School,1,12465902.63
X306,P.S. 306,1,16663331.47
X307,Luisa Pineiro Fuentes School of Science and Discovery,1,9653411.1
